tcr,region,best_method,best_score
2BNU,A_variable_B_CDR1B_CDR2B_CDR3,ca_pca,0.9692426035502959
2BNU,A_variable_B_CDR2,ca_pca,0.8842248520710059
2BNU,A_variable_B_CDR3,ca_kpca_cosine,0.9687573964497042
2BNU,B_CDR1,ca_pca,0.9057988165680473
2BNU,B_CDR2,ca_pca,0.8842248520710059
2BNU,B_CDR3,ca_kpca_cosine,0.9687573964497042
2BNU,B_variable_A_CDR1,ca_pca,0.8732307692307693
2BNU,B_variable_A_CDR1A_CDR2A_CDR3,ca_kpca_cosine,0.8761183431952663
2BNU,B_variable_A_CDR1A_CDR2A_CDR3B_CDR1B_CDR2B_CDR3,ca_pca,0.95698224852071
2BNU,B_variable_A_CDR2,ca_diffmap,0.904603550295858
2BNU,B_variable_A_CDR3,ca_diffmap,0.8820473372781065
2BNU,B_variable_B_CDR1,ca_pca,0.905810650887574
2BNU,B_variable_B_CDR1B_CDR2B_CDR3,ca_pca,0.9692426035502959
2BNU,B_variable_B_CDR2,ca_pca,0.8842248520710059
2BNU,B_variable_B_CDR3,ca_kpca_cosine,0.9687573964497042
2BNU,B_variable_B_variable,ca_kpca_rbf,0.9159881656804734
2CDF,A_CDR1,ca_pca,0.9668757396449704
2CDF,A_CDR2,ca_diffmap,0.9051834319526627
2CDF,A_CDR3,ca_pca,0.9345443786982248
2CDF,A_variable_A_CDR1,ca_pca,0.9668757396449704
2CDF,A_variable_A_CDR1A_CDR2A_CDR3,ca_kpca_poly,0.9581065088757397
2CDF,A_variable_A_CDR1A_CDR2A_CDR3B_CDR1B_CDR2B_CDR3,ca_diffmap,0.9358579881656804
2CDF,A_variable_A_CDR2,ca_diffmap,0.9051834319526627
2CDF,A_variable_A_CDR3,ca_pca,0.9345443786982248
2CDF,A_variable_A_variable,ca_diffmap,0.8963668639053255
2CDF,A_variable_B_CDR1,ca_pca,0.9290532544378698
2CDF,A_variable_B_CDR1B_CDR2B_CDR3,ca_kpca_cosine,0.9423076923076923
2CDF,A_variable_B_CDR2,ca_pca,0.941680473372781
2CDF,A_variable_B_CDR3,ca_pca,0.9684023668639054
2CDF,B_CDR1,ca_pca,0.9290532544378698
2CDF,B_CDR2,ca_pca,0.941680473372781
2CDF,B_CDR3,ca_pca,0.9684023668639054
2CDF,B_variable_A_CDR1,ca_pca,0.9668757396449704
2CDF,B_variable_A_CDR1A_CDR2A_CDR3,ca_kpca_poly,0.9581065088757397
2CDF,B_variable_A_CDR1A_CDR2A_CDR3B_CDR1B_CDR2B_CDR3,ca_diffmap,0.9358579881656804
2CDF,B_variable_A_CDR2,ca_diffmap,0.9051834319526627
2CDF,B_variable_A_CDR3,ca_pca,0.9345443786982248
2CDF,B_variable_B_CDR1,ca_pca,0.9284023668639053
2CDF,B_variable_B_CDR1B_CDR2B_CDR3,ca_kpca_cosine,0.9423076923076923
2CDF,B_variable_B_CDR2,ca_pca,0.941680473372781
2CDF,B_variable_B_CDR3,ca_pca,0.9684023668639054
2CDF,B_variable_B_variable,ca_kpca_rbf,0.9300355029585798
2CDG,A_CDR1,ca_pca,0.9733491124260355
2CDG,A_CDR2,ca_pca,0.8836568047337279
2CDG,A_CDR3,ca_pca,0.8549940828402367
2CDG,A_variable_A_CDR1,ca_pca,0.9733491124260355
2CDG,A_variable_A_CDR1A_CDR2A_CDR3,ca_pca,0.8006390532544378
2CDG,A_variable_A_CDR1A_CDR2A_CDR3B_CDR1B_CDR2B_CDR3,ca_pca,0.8056923076923077
2CDG,A_variable_A_CDR2,ca_pca,0.8836568047337279
2CDG,A_variable_A_CDR3,ca_pca,0.8550059171597633
2CDG,A_variable_A_variable,ca_diffmap,0.9395147928994083
2CDG,A_variable_B_CDR1,ca_pca,0.9185443786982248
2CDG,A_variable_B_CDR1B_CDR2B_CDR3,ca_diffmap,0.8416804733727811
2CDG,A_variable_B_CDR2,ca_diffmap,0.9181775147928994
2CDG,A_variable_B_CDR3,ca_pca,0.8511242603550295
2CDG,B_CDR1,ca_pca,0.9185443786982248
2CDG,B_CDR2,ca_diffmap,0.9181775147928994
2CDG,B_CDR3,ca_pca,0.8511242603550295
2CDG,B_variable_A_CDR1,ca_pca,0.9733491124260355
2CDG,B_variable_A_CDR1A_CDR2A_CDR3,ca_pca,0.8006390532544378
2CDG,B_variable_A_CDR1A_CDR2A_CDR3B_CDR1B_CDR2B_CDR3,ca_pca,0.8056923076923077
2CDG,B_variable_A_CDR2,ca_pca,0.8836568047337279
2CDG,B_variable_A_CDR3,ca_pca,0.8550059171597633
2CDG,B_variable_B_CDR1,ca_pca,0.9185443786982248
2CDG,B_variable_B_CDR1B_CDR2B_CDR3,ca_diffmap,0.8416804733727811
2CDG,B_variable_B_CDR2,ca_diffmap,0.9181775147928994
2CDG,B_variable_B_CDR3,ca_pca,0.8511242603550295
2CDG,B_variable_B_variable,ca_kpca_cosine,0.8339171597633136
3DX9,A_CDR1,ca_pca,0.9026863905325444
3DX9,A_CDR2,ca_pca,0.9654082840236686
3DX9,A_CDR3,ca_diffmap,0.8822721893491124
3DX9,A_variable_A_CDR1,ca_pca,0.9026863905325444
3DX9,A_variable_A_CDR1A_CDR2A_CDR3,ca_pca,0.9270887573964497
3DX9,A_variable_A_CDR1A_CDR2A_CDR3B_CDR1B_CDR2B_CDR3,ca_kpca_poly,0.8960710059171597
3DX9,A_variable_A_CDR2,ca_pca,0.9654082840236686
3DX9,A_variable_A_CDR3,ca_diffmap,0.8822721893491124
3DX9,A_variable_A_variable,ca_kpca_cosine,0.8834319526627219
3DX9,A_variable_B_CDR1,ca_pca,0.9629940828402367
3DX9,A_variable_B_CDR1B_CDR2B_CDR3,ca_diffmap,0.917680473372781
3DX9,A_variable_B_CDR2,ca_pca,0.8455266272189349
3DX9,A_variable_B_CDR3,ca_pca,0.9399644970414202
3DX9,B_CDR1,ca_pca,0.9629940828402367
3DX9,B_CDR2,ca_pca,0.8455266272189349
3DX9,B_CDR3,ca_pca,0.9399644970414202
3DX9,B_variable_A_CDR1,ca_pca,0.9026863905325444
3DX9,B_variable_A_CDR1A_CDR2A_CDR3,ca_pca,0.9270887573964497
3DX9,B_variable_A_CDR1A_CDR2A_CDR3B_CDR1B_CDR2B_CDR3,ca_kpca_poly,0.8960710059171597
3DX9,B_variable_A_CDR2,ca_pca,0.9654082840236686
3DX9,B_variable_A_CDR3,ca_diffmap,0.8822721893491124
3DX9,B_variable_B_CDR1,ca_pca,0.9629940828402367
3DX9,B_variable_B_CDR1B_CDR2B_CDR3,ca_diffmap,0.917680473372781
3DX9,B_variable_B_CDR2,ca_pca,0.8455147928994082
3DX9,B_variable_B_CDR3,ca_pca,0.9399644970414202
3DX9,B_variable_B_variable,ca_diffmap,0.8389940828402367
3QEU,A_CDR1,ca_diffmap,0.9288994082840236
3QEU,A_CDR2,ca_pca,0.9057514792899408
3QEU,A_CDR3,ca_pca,0.8978224852071006
3QEU,A_variable_A_CDR1,ca_diffmap,0.9288994082840236
3QEU,A_variable_A_CDR1A_CDR2A_CDR3,ca_diffmap,0.8916094674556213
3QEU,A_variable_A_CDR1A_CDR2A_CDR3B_CDR1B_CDR2B_CDR3,ca_pca,0.9053846153846153
3QEU,A_variable_A_CDR2,ca_pca,0.9057514792899408
3QEU,A_variable_A_CDR3,ca_pca,0.8978224852071006
3QEU,A_variable_A_variable,ca_kpca_cosine,0.7774792899408284
3QEU,A_variable_B_CDR1,ca_pca,0.9366508875739645
3QEU,A_variable_B_CDR1B_CDR2B_CDR3,ca_pca,0.9310295857988166
3QEU,A_variable_B_CDR2,ca_pca,0.9334792899408284
3QEU,A_variable_B_CDR3,ca_pca,0.9107692307692308
3QEU,B_CDR1,ca_pca,0.9366508875739645
3QEU,B_CDR2,ca_pca,0.9334792899408284
3QEU,B_CDR3,ca_pca,0.9107692307692308
3QEU,B_variable_A_CDR1,ca_diffmap,0.9288994082840236
3QEU,B_variable_A_CDR1A_CDR2A_CDR3,ca_diffmap,0.8916094674556213
3QEU,B_variable_A_CDR1A_CDR2A_CDR3B_CDR1B_CDR2B_CDR3,ca_pca,0.9053846153846153
3QEU,B_variable_A_CDR2,ca_pca,0.9057514792899408
3QEU,B_variable_A_CDR3,ca_pca,0.8978224852071006
3QEU,B_variable_B_CDR1,ca_pca,0.9366508875739645
3QEU,B_variable_B_CDR1B_CDR2B_CDR3,ca_pca,0.9310295857988166
3QEU,B_variable_B_CDR2,ca_pca,0.9334792899408284
3QEU,B_variable_B_CDR3,ca_pca,0.9107218934911243
3QEU,B_variable_B_variable,ca_pca,0.9300355029585798
3QH3,A_CDR1,ca_kpca_poly,0.926
3QH3,A_CDR2,ca_diffmap,0.9046508875739645
3QH3,A_CDR3,ca_diffmap,0.946
3QH3,A_variable_A_CDR1,ca_kpca_poly,0.926
3QH3,A_variable_A_CDR1A_CDR2A_CDR3,ca_diffmap,0.8882130177514793
3QH3,A_variable_A_CDR1A_CDR2A_CDR3B_CDR1B_CDR2B_CDR3,ca_pca,0.9325917159763314
3QH3,A_variable_A_CDR2,ca_diffmap,0.9046508875739645
3QH3,A_variable_A_CDR3,ca_diffmap,0.946
3QH3,A_variable_A_variable,ca_pca,0.7661183431952663
3QH3,A_variable_B_CDR1,ca_kpca_poly,0.9012662721893491
3QH3,A_variable_B_CDR1B_CDR2B_CDR3,ca_diffmap,0.9444852071005917
3QH3,A_variable_B_CDR2,ca_pca,0.90901775147929
3QH3,A_variable_B_CDR3,ca_kpca_cosine,0.9497751479289941
3QH3,B_CDR1,ca_kpca_poly,0.9012662721893491
3QH3,B_CDR2,ca_pca,0.90901775147929
3QH3,B_CDR3,ca_kpca_cosine,0.9497751479289941
3QH3,B_variable_A_CDR1,ca_kpca_poly,0.926
3QH3,B_variable_A_CDR1A_CDR2A_CDR3,ca_diffmap,0.8882130177514793
3QH3,B_variable_A_CDR1A_CDR2A_CDR3B_CDR1B_CDR2B_CDR3,ca_pca,0.9325917159763314
3QH3,B_variable_A_CDR2,ca_diffmap,0.9046508875739645
3QH3,B_variable_A_CDR3,ca_diffmap,0.946
3QH3,B_variable_B_CDR1,ca_kpca_poly,0.9012662721893491
3QH3,B_variable_B_CDR1B_CDR2B_CDR3,ca_diffmap,0.9444852071005917
3QH3,B_variable_B_CDR2,ca_pca,0.90901775147929
3QH3,B_variable_B_CDR3,ca_kpca_cosine,0.9497751479289941
3QH3,B_variable_B_variable,ca_kpca_cosine,0.9078343195266272
3VXQ,A_CDR1,ca_diffmap,0.8794201183431952
3VXQ,A_CDR2,ca_pca,0.9260710059171597
3VXQ,A_CDR3,ca_pca,0.8807692307692307
3VXQ,A_variable_A_CDR1,ca_diffmap,0.8794201183431952
3VXQ,A_variable_A_CDR1A_CDR2A_CDR3,ca_diffmap,0.8309704142011834
3VXQ,A_variable_A_CDR1A_CDR2A_CDR3B_CDR1B_CDR2B_CDR3,ca_diffmap,0.9021065088757396
3VXQ,A_variable_A_CDR2,ca_pca,0.9260710059171597
3VXQ,A_variable_A_CDR3,ca_pca,0.8807692307692307
3VXQ,A_variable_A_variable,ca_pca,0.8801420118343195
3VXQ,A_variable_B_CDR1,ca_pca,0.9584615384615385
3VXQ,A_variable_B_CDR1B_CDR2B_CDR3,ca_kpca_cosine,0.8775502958579882
3VXQ,A_variable_B_CDR2,ca_diffmap,0.8775502958579882
3VXQ,A_variable_B_CDR3,ca_kpca_cosine,0.8826863905325444
3VXQ,B_CDR1,ca_pca,0.9584615384615385
3VXQ,B_CDR2,ca_diffmap,0.8775502958579882
3VXQ,B_CDR3,ca_kpca_cosine,0.8826863905325444
3VXQ,B_variable_A_CDR1,ca_diffmap,0.8794201183431952
3VXQ,B_variable_A_CDR1A_CDR2A_CDR3,ca_diffmap,0.8309704142011834
3VXQ,B_variable_A_CDR1A_CDR2A_CDR3B_CDR1B_CDR2B_CDR3,ca_diffmap,0.9021065088757396
3VXQ,B_variable_A_CDR2,ca_pca,0.9260710059171597
3VXQ,B_variable_A_CDR3,ca_pca,0.8807692307692307
3VXQ,B_variable_B_CDR1,ca_pca,0.9584615384615385
3VXQ,B_variable_B_CDR1B_CDR2B_CDR3,ca_kpca_cosine,0.8775621301775148
3VXQ,B_variable_B_CDR2,ca_diffmap,0.8775502958579882
3VXQ,B_variable_B_CDR3,ca_kpca_cosine,0.8826863905325444
3VXQ,B_variable_B_variable,ca_kpca_cosine,0.8959171597633137
3VXT,A_CDR1,ca_pca,0.9319644970414201
3VXT,A_CDR2,ca_diffmap,0.8852544378698225
3VXT,A_CDR3,ca_kpca_cosine,0.958473372781065
3VXT,A_variable_A_CDR1,ca_pca,0.9319644970414201
3VXT,A_variable_A_CDR1A_CDR2A_CDR3,ca_kpca_cosine,0.9075739644970414
3VXT,A_variable_A_CDR1A_CDR2A_CDR3B_CDR1B_CDR2B_CDR3,ca_pca,0.8811360946745562
3VXT,A_variable_A_CDR2,ca_diffmap,0.8852426035502958
3VXT,A_variable_A_CDR3,ca_kpca_cosine,0.958473372781065
3VXT,A_variable_A_variable,ca_kpca_rbf,0.8953609467455621
3VXT,A_variable_B_CDR1,ca_diffmap,0.9483668639053254
3VXT,A_variable_B_CDR1B_CDR2B_CDR3,ca_diffmap,0.831585798816568
3VXT,A_variable_B_CDR2,ca_pca,0.8981656804733728
3VXT,A_variable_B_CDR3,ca_diffmap,0.8794201183431952
3VXT,B_CDR1,ca_diffmap,0.9483668639053254
3VXT,B_CDR2,ca_pca,0.8988994082840237
3VXT,B_CDR3,ca_diffmap,0.8794201183431952
3VXT,B_variable_A_CDR1,ca_pca,0.9319644970414201
3VXT,B_variable_A_CDR1A_CDR2A_CDR3,ca_kpca_cosine,0.9075739644970414
3VXT,B_variable_A_CDR1A_CDR2A_CDR3B_CDR1B_CDR2B_CDR3,ca_pca,0.8811360946745562
3VXT,B_variable_A_CDR2,ca_diffmap,0.8852307692307693
3VXT,B_variable_A_CDR3,ca_kpca_cosine,0.958473372781065
3VXT,B_variable_B_CDR1,ca_diffmap,0.9483668639053254
3VXT,B_variable_B_CDR1B_CDR2B_CDR3,ca_diffmap,0.831585798816568
3VXT,B_variable_B_CDR2,ca_pca,0.8986153846153846
3VXT,B_variable_B_CDR3,ca_diffmap,0.8794201183431952
3VXT,B_variable_B_variable,ca_kpca_cosine,0.9151479289940828
4DZB,A_CDR1,ca_pca,0.9462485207100592
4DZB,A_CDR2,ca_pca,0.9217396449704142
4DZB,A_CDR3,ca_pca,0.852828402366864
4DZB,A_variable_A_CDR1,ca_pca,0.9462485207100592
4DZB,A_variable_A_CDR1A_CDR2A_CDR3,ca_pca,0.835715976331361
4DZB,A_variable_A_CDR1A_CDR2A_CDR3B_CDR1B_CDR2B_CDR3,ca_pca,0.9456449704142011
4DZB,A_variable_A_CDR2,ca_pca,0.9217396449704142
4DZB,A_variable_A_CDR3,ca_pca,0.852828402366864
4DZB,A_variable_A_variable,ca_pca,0.8767810650887574
4DZB,A_variable_B_CDR1,ca_pca,0.9563905325443787
4DZB,A_variable_B_CDR1B_CDR2B_CDR3,ca_kpca_cosine,0.9211834319526627
4DZB,A_variable_B_CDR2,ca_kpca_cosine,0.8684615384615384
4DZB,A_variable_B_CDR3,ca_pca,0.9430532544378698
4DZB,B_CDR1,ca_pca,0.9563905325443787
4DZB,B_CDR2,ca_kpca_cosine,0.8684733727810651
4DZB,B_CDR3,ca_pca,0.9430532544378698
4DZB,B_variable_A_CDR1,ca_pca,0.9462485207100592
4DZB,B_variable_A_CDR1A_CDR2A_CDR3,ca_pca,0.835715976331361
4DZB,B_variable_A_CDR1A_CDR2A_CDR3B_CDR1B_CDR2B_CDR3,ca_pca,0.9456449704142011
4DZB,B_variable_A_CDR2,ca_pca,0.9217396449704142
4DZB,B_variable_A_CDR3,ca_pca,0.852828402366864
4DZB,B_variable_B_CDR1,ca_pca,0.9563905325443787
4DZB,B_variable_B_CDR1B_CDR2B_CDR3,ca_kpca_cosine,0.9211834319526627
4DZB,B_variable_B_CDR2,ca_kpca_cosine,0.8684615384615384
4DZB,B_variable_B_CDR3,ca_pca,0.9430532544378698
4DZB,B_variable_B_variable,ca_diffmap,0.901396449704142
4JFH,A_CDR1,ca_pca,0.8780118343195267
4JFH,A_CDR2,ca_pca,0.8992899408284024
4JFH,A_CDR3,ca_pca,0.8986863905325444
4JFH,A_variable_A_CDR1,ca_pca,0.8773491124260355
4JFH,A_variable_A_CDR1A_CDR2A_CDR3,ca_diffmap,0.8816804733727811
4JFH,A_variable_A_CDR1A_CDR2A_CDR3B_CDR1B_CDR2B_CDR3,ca_pca,0.923207100591716
4JFH,A_variable_A_CDR2,ca_pca,0.8992899408284024
4JFH,A_variable_A_CDR3,ca_pca,0.8984852071005918
4JFH,A_variable_A_variable,ca_pca,0.9222721893491124
4JFH,A_variable_B_CDR1,ca_kpca_poly,0.9465443786982248
4JFH,A_variable_B_CDR1B_CDR2B_CDR3,ca_pca,0.9325798816568047
4JFH,A_variable_B_CDR2,ca_pca,0.9655147928994083
4JFH,A_variable_B_CDR3,ca_pca,0.9549230769230769
4JFH,B_CDR1,ca_kpca_poly,0.9465443786982248
4JFH,B_CDR2,ca_pca,0.9655147928994083
4JFH,B_CDR3,ca_pca,0.9549230769230769
4JFH,B_variable_A_CDR1,ca_pca,0.8766508875739645
4JFH,B_variable_A_CDR1A_CDR2A_CDR3,ca_diffmap,0.8816804733727811
4JFH,B_variable_A_CDR1A_CDR2A_CDR3B_CDR1B_CDR2B_CDR3,ca_pca,0.923207100591716
4JFH,B_variable_A_CDR2,ca_pca,0.8992899408284024
4JFH,B_variable_A_CDR3,ca_pca,0.898698224852071
4JFH,B_variable_B_CDR1,ca_kpca_poly,0.9465443786982248
4JFH,B_variable_B_CDR1B_CDR2B_CDR3,ca_pca,0.9325798816568047
4JFH,B_variable_B_CDR2,ca_pca,0.9655147928994083
4JFH,B_variable_B_CDR3,ca_pca,0.9549230769230769
4JFH,B_variable_B_variable,ca_kpca_poly,0.9192662721893491
4UDT,A_CDR1,ca_pca,0.9786390532544379
4UDT,A_CDR2,ca_pca,0.962698224852071
4UDT,A_CDR3,ca_kpca_poly,0.915396449704142
4UDT,A_variable_A_CDR1,ca_pca,0.9786390532544379
4UDT,A_variable_A_CDR1A_CDR2A_CDR3,ca_pca,0.924
4UDT,A_variable_A_CDR1A_CDR2A_CDR3B_CDR1B_CDR2B_CDR3,ca_kpca_cosine,0.8851952662721894
4UDT,A_variable_A_CDR2,ca_pca,0.9627100591715976
4UDT,A_variable_A_CDR3,ca_kpca_poly,0.915396449704142
4UDT,A_variable_A_variable,ca_kpca_cosine,0.8463905325443787
4UDT,A_variable_B_CDR1,ca_pca,0.9285443786982248
4UDT,A_variable_B_CDR1B_CDR2B_CDR3,ca_pca,0.888
4UDT,A_variable_B_CDR2,ca_kpca_poly,0.8848639053254438
4UDT,A_variable_B_CDR3,ca_diffmap,0.8380591715976331
4UDT,B_CDR1,ca_pca,0.9285443786982248
4UDT,B_CDR2,ca_kpca_poly,0.8848639053254438
4UDT,B_CDR3,ca_diffmap,0.8380591715976331
4UDT,B_variable_A_CDR1,ca_pca,0.9786390532544379
4UDT,B_variable_A_CDR1A_CDR2A_CDR3,ca_pca,0.924
4UDT,B_variable_A_CDR1A_CDR2A_CDR3B_CDR1B_CDR2B_CDR3,ca_kpca_cosine,0.8851952662721894
4UDT,B_variable_A_CDR2,ca_pca,0.9627100591715976
4UDT,B_variable_A_CDR3,ca_kpca_poly,0.915396449704142
4UDT,B_variable_B_CDR1,ca_pca,0.9285443786982248
4UDT,B_variable_B_CDR1B_CDR2B_CDR3,ca_pca,0.888
4UDT,B_variable_B_CDR2,ca_kpca_poly,0.8848639053254438
4UDT,B_variable_B_CDR3,ca_diffmap,0.8380591715976331
4UDT,B_variable_B_variable,ca_kpca_cosine,0.8555502958579881
4ZDH,A_CDR1,ca_pca,0.9381775147928995
4ZDH,A_CDR2,ca_pca,0.9284260355029585
4ZDH,A_CDR3,ca_pca,0.8780710059171598
4ZDH,A_variable_A_CDR1,ca_pca,0.9381775147928995
4ZDH,A_variable_A_CDR1A_CDR2A_CDR3,ca_diffmap,0.9018343195266272
4ZDH,A_variable_A_CDR1A_CDR2A_CDR3B_CDR1B_CDR2B_CDR3,ca_pca,0.9098461538461539
4ZDH,A_variable_A_CDR2,ca_pca,0.9284260355029585
4ZDH,A_variable_A_CDR3,ca_pca,0.8780828402366864
4ZDH,A_variable_A_variable,ca_kpca_cosine,0.8405207100591716
4ZDH,A_variable_B_CDR1,ca_pca,0.9343313609467455
4ZDH,A_variable_B_CDR1B_CDR2B_CDR3,ca_pca,0.8775739644970414
4ZDH,A_variable_B_CDR2,ca_kpca_poly,0.9326390532544379
4ZDH,A_variable_B_CDR3,ca_diffmap,0.9418579881656804
4ZDH,B_CDR1,ca_pca,0.9343313609467455
4ZDH,B_CDR2,ca_kpca_poly,0.9326390532544379
4ZDH,B_CDR3,ca_diffmap,0.9418579881656804
4ZDH,B_variable_A_CDR1,ca_pca,0.9381775147928995
4ZDH,B_variable_A_CDR1A_CDR2A_CDR3,ca_diffmap,0.9018343195266272
4ZDH,B_variable_A_CDR1A_CDR2A_CDR3B_CDR1B_CDR2B_CDR3,ca_pca,0.9098461538461539
4ZDH,B_variable_A_CDR2,ca_pca,0.9284260355029585
4ZDH,B_variable_A_CDR3,ca_pca,0.8780710059171598
4ZDH,B_variable_B_CDR1,ca_pca,0.9343313609467455
4ZDH,B_variable_B_CDR1B_CDR2B_CDR3,ca_pca,0.8775739644970414
4ZDH,B_variable_B_CDR2,ca_kpca_poly,0.9326390532544379
4ZDH,B_variable_B_CDR3,ca_diffmap,0.9418579881656804
4ZDH,B_variable_B_variable,ca_pca,0.8267573964497041
6OVN,A_CDR1,ca_pca,0.968319526627219
6OVN,A_CDR2,ca_kpca_poly,0.9042485207100592
6OVN,A_CDR3,ca_pca,0.9140710059171597
6OVN,A_variable_A_CDR1,ca_pca,0.968319526627219
6OVN,A_variable_A_CDR1A_CDR2A_CDR3,ca_pca,0.8528520710059172
6OVN,A_variable_A_CDR1A_CDR2A_CDR3B_CDR1B_CDR2B_CDR3,ca_pca,0.8904497041420119
6OVN,A_variable_A_CDR2,ca_kpca_poly,0.9042485207100592
6OVN,A_variable_A_CDR3,ca_pca,0.9140710059171597
6OVN,A_variable_A_variable,ca_kpca_poly,0.8881656804733727
6OVN,A_variable_B_CDR1,ca_pca,0.9181538461538461
6OVN,A_variable_B_CDR1B_CDR2B_CDR3,ca_kpca_poly,0.9022130177514793
6OVN,A_variable_B_CDR2,ca_diffmap,0.8522958579881657
6OVN,A_variable_B_CDR3,ca_pca,0.9285325443786983
6OVN,B_CDR1,ca_pca,0.9184615384615384
6OVN,B_CDR2,ca_diffmap,0.8522840236686391
6OVN,B_CDR3,ca_pca,0.9285325443786983
6OVN,B_variable_A_CDR1,ca_pca,0.968319526627219
6OVN,B_variable_A_CDR1A_CDR2A_CDR3,ca_pca,0.8528520710059172
6OVN,B_variable_A_CDR1A_CDR2A_CDR3B_CDR1B_CDR2B_CDR3,ca_pca,0.8904497041420119
6OVN,B_variable_A_CDR2,ca_kpca_poly,0.9042485207100592
6OVN,B_variable_A_CDR3,ca_pca,0.9140710059171597
6OVN,B_variable_B_CDR1,ca_pca,0.9184615384615384
6OVN,B_variable_B_CDR1B_CDR2B_CDR3,ca_kpca_poly,0.9022130177514793
6OVN,B_variable_B_CDR2,ca_diffmap,0.8522840236686391
6OVN,B_variable_B_CDR3,ca_pca,0.9283786982248521
6OVN,B_variable_B_variable,ca_diffmap,0.8100710059171597
6XQQ,A_CDR1,ca_diffmap,0.884792899408284
6XQQ,A_CDR2,ca_diffmap,0.9018934911242603
6XQQ,A_CDR3,ca_pca,0.9075502958579882
6XQQ,A_variable_A_CDR1,ca_diffmap,0.884792899408284
6XQQ,A_variable_A_CDR1A_CDR2A_CDR3,ca_kpca_cosine,0.9004733727810651
6XQQ,A_variable_A_CDR1A_CDR2A_CDR3B_CDR1B_CDR2B_CDR3,ca_kpca_cosine,0.9237159763313609
6XQQ,A_variable_A_CDR2,ca_diffmap,0.901905325443787
6XQQ,A_variable_A_CDR3,ca_pca,0.9075502958579882
6XQQ,A_variable_A_variable,ca_diffmap,0.8218579881656805
6XQQ,A_variable_B_CDR1,ca_pca,0.9455976331360947
6XQQ,A_variable_B_CDR1B_CDR2B_CDR3,ca_diffmap,0.9287337278106509
6XQQ,A_variable_B_CDR2,ca_kpca_cosine,0.8804615384615384
6XQQ,A_variable_B_CDR3,ca_pca,0.9396331360946746
6XQQ,B_CDR1,ca_pca,0.9455976331360947
6XQQ,B_CDR2,ca_kpca_cosine,0.8804615384615384
6XQQ,B_CDR3,ca_pca,0.9396331360946746
6XQQ,B_variable_A_CDR1,ca_diffmap,0.884792899408284
6XQQ,B_variable_A_CDR1A_CDR2A_CDR3,ca_kpca_cosine,0.9004615384615384
6XQQ,B_variable_A_CDR1A_CDR2A_CDR3B_CDR1B_CDR2B_CDR3,ca_kpca_cosine,0.9237159763313609
6XQQ,B_variable_A_CDR2,ca_diffmap,0.901905325443787
6XQQ,B_variable_A_CDR3,ca_pca,0.9075502958579882
